Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Validation Class 0,Validation Class 1
1,765.209498890038,0.2494015394274851,486.9009161530688,0.47724259832300836,0.009889823891732454,0.828426980673237,0.008406186953597848,0.8427260812581914
2,4850.5054268217955,0.19758406069324633,2221.953168405175,0.24068345854025663,0.4298603279257396,0.08953027006271598,0.43106926698049763,0.09226736566186107
3,12389.514568846565,0.18399440209459364,4116.49752579713,0.18824569156207127,0.30302767415632864,0.07954690899782414,0.31371889710827167,0.09043250327653997
4,22519.727674255602,0.17953817258529842,5592.805428444679,0.22109294447118902,0.3601977964778347,0.10693715602201459,0.36516476126429054,0.10878112712975098
5,34685.11194054007,0.1709203402941642,9892.55173810576,0.18456326410369717,0.1250975969463,0.21694611544861128,0.1348352387357095,0.2233289646133683
6,48426.911092063936,0.1687842963972489,13626.521276087693,0.25747532774043347,0.5390821549405743,0.0345577883015487,0.5363147276395427,0.040104849279161206
7,63021.94283536237,0.16834235628507394,17026.555840560097,0.2873766386846078,0.5808970243775483,0.05062076027134264,0.5880968392737055,0.05294888597640891
8,78907.60853226388,0.16653776747132942,17516.37522943249,0.23523346590511152,0.05352650299297302,0.3800716754127736,0.050773369199731,0.3790301441677588
9,95367.39945689705,0.16591168563381192,26517.270391442045,0.17366327883340701,0.1089615684913681,0.21195443491616536,0.11499663752521856,0.21939711664482306
10,112856.65150518579,0.1629654181863845,28935.50433605833,0.16202680807627093,0.1245770798993667,0.18002047868936388,0.13012777404169468,0.18689384010484927
11,130988.89861329776,0.16281810481620831,29022.50637549021,0.1623214022727652,0.1370694890257656,0.17118904390119033,0.14425016812373906,0.1764089121887287
12,149602.0436044706,0.16145545611916617,34350.83900139471,0.1587862719126384,0.13811052311963218,0.15947779342122104,0.1452589105581708,0.16933158584534733
13,168444.16219029663,0.1619710529228777,39160.78498651311,0.332154956549551,0.7448598941615338,0.014015103033405862,0.7390719569603228,0.014941022280471821
14,188013.29832914413,0.16244982138281028,48557.65439440179,0.17837678597951123,0.08822763945519216,0.24100857545117113,0.09448554135843981,0.2437745740498034
