Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.895310055874942,0.6151461988164663,0.9274003096351844,0.6032748537732844
2,0.8047377663467359,0.6622222222082785,0.8623068576667742,0.6373099413949841
3,0.7901704188815342,0.6692105263157885,0.8107764074537489,0.6638596491646347
4,0.7812769398912354,0.670906432734594,0.8563257515918441,0.6249122807435824
5,0.7766253727221352,0.6746491227930749,0.7655670532566765,0.6810526315650048
6,0.7674386406363104,0.6767543859788552,0.9179859966423076,0.571812865545875
7,0.767153847789207,0.6783333333472759,0.764180568714588,0.6830409356446294
8,0.7663815039500855,0.67801169589249,0.7678836090662329,0.6817543859509697
9,0.7623396424103892,0.6788888888749461,0.7686646488953757,0.6776608186716222
10,0.760702337925895,0.6811403508771925,0.7726156090295803,0.6837426900584794
11,0.7595016676780075,0.6807017543999071,0.794967114967213,0.6697076023391811
12,0.7566174149094965,0.6835672514759307,0.7579615588076632,0.6846783626149279
13,0.7547954880842687,0.6856432748538008,0.7530596923549275,0.6883040936230223
14,0.7529107115003794,0.6835087719158816,0.7533223291029012,0.6894736842662967
15,0.749536203264493,0.6861988304093565,0.7520531954821089,0.6852631577971385
16,0.7500347810181958,0.6856432748677437,0.7618781056738734,0.6828070174880888
17,0.7479896472350891,0.686345029225823,0.8773946793176973,0.6187134502645122
18,0.7486736766079014,0.6834795321497993,0.7378554243790473,0.6952046782510325
19,0.7466389027534165,0.6876023391673435,0.7834764220142922,0.6709941519491852
20,0.7454745647642348,0.6881871344889806,0.7484226714797891,0.6915789473405356
21,0.7443577783567868,0.6884502923976603,0.7406303347342197,0.689122807059372
22,0.7425250521040795,0.6888888888749461,0.7406000397637575,0.6926315789194831
23,0.7403834773922516,0.6888596491088634,0.7631653019001609,0.6824561403229918
24,0.7405682032150143,0.6893859649122802,0.7464913574017974,0.689590643163313
25,0.7397396915697916,0.6893567251601401,0.743739019179205,0.6916959063769782
26,0.7402913474060638,0.6893567251601412,0.7453489841215787,0.6872514618767632
27,0.7366682935039904,0.6902339181425969,0.807430487752658,0.6444444444305014
28,0.7354108366213354,0.691812865497075,0.7295495469807183,0.6969590644529692
29,0.7363077636768941,0.6921345029239757,0.7555890092236256,0.6828070174183766
30,0.7347363871719399,0.6928070175578029,0.7368253125363627,0.6938011696603559
31,0.7342712381708694,0.6924853801169583,0.7611041298804925,0.6874853801727292
32,0.7322182497364732,0.6953216374269006,0.7423794477167187,0.6935672515317015
33,0.7340519328284683,0.6929532163882117,0.7633922559476035,0.6812865495821191
34,0.7320398315351617,0.6921345029239756,0.7537657478957146,0.6788304094822085
35,0.7311083777327287,0.6947076023391814,0.73490234342932,0.6963742690476759
36,0.7306791953176085,0.6939181286689129,0.7505015659750554,0.685146198872237
37,0.729952003872186,0.694766081857402,0.7462391494031538,0.6879532164300393
38,0.7267740563481879,0.6934795321637414,0.7382980405796342,0.6914619881786103
39,0.727152076143967,0.6954385964912277,0.7448273033426521,0.6888888888610033
40,0.7254241750393695,0.6974853801169589,0.7295304176542493,0.7012865496518319
41,0.7238405001512045,0.698070175452539,0.7224310001713491,0.7012865496936597
42,0.723309451251002,0.6966374269145273,0.7488929204634062,0.6847953215119437
43,0.7252198757483946,0.6963742689919044,0.7434222506640251,0.6968421053119566
44,0.7223388888403689,0.6978362572959989,0.7509220182128815,0.6922807017404434
45,0.7225915414129783,0.6978654970899654,0.7366061666137295,0.6945029241020916
46,0.7216696615944134,0.7005263157755308,0.7680738459414211,0.6745029239487228
47,0.7232048563023061,0.699181286549707,0.739392977722904,0.6921637427737143
48,0.7212654492729591,0.6985087719437671,0.7414930264991622,0.6926315789752537
49,0.7178807604940313,0.6991520467836254,0.7249107867932455,0.7040935672932903
50,0.7201485205393785,0.6986842105402574,0.7379164923143666,0.6940350875938152
51,0.7185660157147908,0.6998538011695908,0.7317185524472016,0.70327485385694
52,0.7162331962585445,0.6988888888888883,0.7379424022931105,0.6916959064048634
53,0.7177231895017351,0.6997076023252379,0.7222458758828237,0.7038596491646351
