Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Train Class 2,Validation Class 0,Validation Class 1,Validation Class 2
32,6174.882680464179,0.157953216374269,2705.7557302517366,0.1543859648843954,0.38796651057187453,0.047672221267823396,0.1189478434659274,0.380465644520159,0.04547044421126268,0.13231552162849872
33,6474.198844686589,0.15298245614035105,3194.631305110105,0.16163742692149857,0.4278416347381865,0.029891771173337914,0.12771581458319903,0.42703009653605906,0.030779993004547045,0.13791348600508907
34,6710.095071728803,0.15678362573447996,3254.8550529970757,0.1588304093636964,0.37945224918404996,0.03573269197732348,0.14048094900393268,0.3844406587166383,0.029730675061210212,0.15165394402035623
35,6994.895424547696,0.15146198830409366,3346.399157586348,0.15859649120018485,0.40300837235703135,0.03805188112008246,0.12275159564180259,0.4151050539466212,0.035327037425673315,0.13333333333333333
36,7270.921492941335,0.1491812865497079,3365.4538466282897,0.1626900585039316,0.4444444444444444,0.04260436351142415,0.11469279865901619,0.4389551391254969,0.04372158097236796,0.12544529262086515
37,7531.512989880307,0.15257309941171918,3625.1610412669056,0.15801169592734665,0.443025400879807,0.029977667067514174,0.12159112887628135,0.42703009653605906,0.033927946834557535,0.127735368956743
38,7796.580619631767,0.1488011695871577,3587.9903163834074,0.15543859651562758,0.3012629487725273,0.04698505411441333,0.1544710205660499,0.3026689381033504,0.049667715984610006,0.166412213740458
39,8042.029989606176,0.15052631579295953,4041.773718590096,0.17684210524921526,0.5923087838796651,0.007644734581686996,0.10631164979691832,0.5922771152754117,0.006995452955578874,0.11424936386768447
40,8281.833411572556,0.1526608187143218,3912.9745550644184,0.16385964911583561,0.5308641975308642,0.02911870812575159,0.10225001611759396,0.5133446905167518,0.02553340328786289,0.1078880407124682
41,8552.998347039467,0.151140350878936,4155.989768480446,0.18233918130746365,0.3780332056194125,0.020357326919773235,0.1943781832248082,0.38216922203293585,0.01888772298006296,0.21170483460559797
42,8811.905678796604,0.14959064327833962,4312.53851471126,0.16701754386313478,0.4231587909748829,0.01649201168184161,0.15395525755915157,0.41624077228847245,0.016439314445610354,0.1648854961832061
43,9056.400857204871,0.1563157894701986,4417.506001290662,0.17122807018240976,0.5385270327799063,0.025596976464524995,0.10753658693830186,0.5326519023282226,0.022385449457852397,0.11755725190839694
44,9337.494511376095,0.15140350877367273,4357.660226779515,0.1659649122528165,0.6036611323967646,0.03495962892973716,0.06305202759332088,0.6144236229415105,0.027632039174536552,0.06564885496183206
45,9516.236293973876,0.15535087718601148,4544.832602110745,0.16807017541071112,0.42911877394636017,0.022332932485827177,0.14467152343498163,0.43611584327086883,0.01818817768450507,0.1569974554707379
46,9768.368098387242,0.15774853800472477,4802.351673633953,0.17380116961155703,0.4211721299843905,0.01580484452843154,0.17252272580749145,0.40658716638273706,0.018537950332284014,0.18244274809160305
47,10058.47138546235,0.15505847953564958,4322.907015430827,0.15754385963866585,0.37845891868880377,0.05394262154269026,0.125717232931468,0.37137989778534924,0.05806225953130465,0.1340966921119593
48,10339.672360425806,0.1543274853801171,4778.327348090276,0.16163742690232755,0.4332340002838087,0.04037107026284144,0.11250080587969828,0.4389551391254969,0.04547044421126268,0.12188295165394403
49,10636.026374154775,0.15292397660470156,5117.60964198419,0.16444444443747305,0.44770824464311054,0.02851743686651778,0.1330023854039069,0.43157296990346394,0.02938090241343127,0.1430025445292621
50,10921.104913879755,0.15090643274853816,5260.977789656432,0.16432748535223166,0.43791684404711223,0.019927847448891943,0.13326026690735607,0.44293015332197616,0.022035676810073453,0.1430025445292621
51,11166.138320769376,0.15248538011347368,5361.178694147479,0.17122807019983807,0.5521498510004257,0.01580484452843154,0.09876861582103023,0.5570698466780238,0.012591815320041973,0.11374045801526718
52,11411.964752147287,0.15339181286636855,5424.860573145106,0.15964912281050317,0.529303249609763,0.025596976464524995,0.08787312230030302,0.5201590005678591,0.026232948583420776,0.09516539440203563
53,11667.42190309759,0.15040935672166064,5485.049339135597,0.16339181286898274,0.4678586632609621,0.02052911870812575,0.11991489910386177,0.4690516751845542,0.022035676810073453,0.1292620865139949
54,11980.737245979533,0.15304093567600044,6062.764130459612,0.1651461988373806,0.4154959557258408,0.029805875279161655,0.14280188253497517,0.4094264622373651,0.02658272123119972,0.15648854961832062
55,12214.492071226236,0.1515497076023396,5643.983671189695,0.1651461988199524,0.4204626082020718,0.02551108057034874,0.13699954870736897,0.4202157864849517,0.031829310947883875,0.14783715012722645
56,12540.481810124274,0.14543859649297106,5891.643921440976,0.16222222221176527,0.4345111394919824,0.02808795739563649,0.12842498871768424,0.42703009653605906,0.030779993004547045,0.1391857506361323
57,12734.676844161178,0.15230994152395363,6086.133323167944,0.17508771931915953,0.5190861359443735,0.017350970623604193,0.12526594030043195,0.5150482680295286,0.023434767401189226,0.13307888040712468
58,13003.64332807932,0.15342105263506467,6453.313608369877,0.1783625730715298,0.6422591173549028,0.0018897096718776842,0.08890464831409967,0.6365701306076094,0.0027981811822315496,0.10076335877862595
59,13304.523068119523,0.15000000000000008,6223.055808205409,0.16023391811471233,0.4621824890024124,0.029204604019927846,0.10663400167622977,0.45769449176604204,0.03672612801678909,0.116793893129771
60,13550.14936129387,0.1521345029239765,6303.987473158808,0.16994152050966405,0.4887186036611324,0.03006356296169043,0.11179163174521307,0.4894946053378762,0.03427771948233648,0.12544529262086515
61,13757.567494517549,0.15643274853452604,6546.781513728984,0.17111111113551067,0.5325670498084292,0.014086926644906373,0.11765843594868158,0.5303804656445201,0.015040223854494578,0.12366412213740458
62,14132.377040615867,0.14728070175525748,6741.718434416117,0.17345029242206025,0.3299276287782035,0.02009963923724446,0.19121913480755592,0.34128336172629187,0.026232948583420776,0.20534351145038168
63,14354.1904854258,0.1490643274853803,6782.608260462353,0.1704093567146892,0.4518234709805591,0.017350970623604193,0.13938495261427375,0.4593980692788189,0.01818817768450507,0.15165394402035623
64,14557.796974597957,0.15564327485380125,7003.1613119060685,0.17356725146895952,0.5256137363417057,0.015461260951726508,0.12062407323834698,0.5303804656445201,0.011542497376705142,0.13155216284987278
65,14828.450811403505,0.15479532163916976,6988.952738144187,0.18397660817667758,0.43209876543209874,0.019240680295481875,0.18425633421442847,0.4293015332197615,0.014690451206715634,0.19720101781170485
66,15126.540858689688,0.1537426900619653,7230.623014894005,0.16853801168196378,0.37505321413367393,0.020958598179007044,0.17058861453162272,0.38216922203293585,0.01993704092339979,0.18091603053435115
67,15435.176765350878,0.14883040935672526,6750.463506716011,0.1752046783869726,0.3842769973038172,0.018725304930424326,0.1699439107729998,0.39239068710959685,0.02448408534452606,0.1875318066157761
68,15630.493276681287,0.1500877192982457,7447.0046534630865,0.16105263158243296,0.4221654604796367,0.02439443394605738,0.13319579653149377,0.42078364565587734,0.023084994753410283,0.1450381679389313
69,15940.80210092288,0.15020467836431614,7727.962070540936,0.165380116931179,0.49155669079040726,0.01786634598866174,0.10824576107278705,0.5008517887563884,0.020286813571178734,0.12061068702290076
70,16100.317584292767,0.15356725146198835,7983.513695746531,0.17918128659153532,0.6011068539804172,0.0,0.11475726903487847,0.5905735377626349,0.0,0.1251908396946565
71,16367.101319215995,0.15195906432748546,8014.278600488854,0.17286549708299462,0.5789697743720732,0.010651090877856038,0.09425568951066984,0.5865985235661556,0.015040223854494578,0.10229007633587786
72,16650.042505710877,0.15014619883215233,8011.870577142727,0.17356725143410295,0.4570739321697176,0.012970280020615014,0.1411901231384179,0.46621237932992615,0.014340678558936691,0.15826972010178117
73,16954.382385325287,0.14961988304180723,8341.130537737577,0.17274853801866707,0.6046544628920107,0.003435835767050335,0.09812391206240732,0.5934128336172629,0.0027981811822315496,0.1078880407124682
74,17203.662451571625,0.14950292397660842,8175.200753495066,0.1609356725564476,0.42911877394636017,0.020786806390654528,0.12816710721423505,0.43668370244179444,0.019587268275620847,0.14020356234096693
75,17438.38655336258,0.15005847953216395,8557.489708287647,0.16327485380465523,0.4492691925642117,0.01640611578766535,0.12997227773837922,0.4554230550823396,0.015040223854494578,0.14020356234096693
76,17559.388330363665,0.15961988304442135,8966.740443279421,0.1783625731063864,0.3378742727401731,0.014001030750730115,0.20946425117658435,0.3418512208972175,0.015389996502273523,0.22366412213740458
77,17953.51237550254,0.15429824561403543,8729.420139117325,0.17789473684907656,0.6144458634880091,0.0,0.10631164979691832,0.6047700170357752,0.0,0.11603053435114503
78,18209.785999406056,0.1524853801169593,8766.535379888524,0.17192982456837477,0.35845040442741594,0.014001030750730115,0.1870930307523693,0.3588869960249858,0.013990905911157748,0.20305343511450383
79,18490.331791392542,0.1483918128663688,8994.194880756584,0.1616374269075561,0.48176529019440895,0.02740079024222642,0.10914834633485913,0.4804088586030664,0.026232948583420776,0.11730279898218829
80,18689.969058159724,0.15423976608187154,9256.994968133227,0.18467836259749884,0.3793103448275862,0.008160109946744546,0.22003739281800014,0.38103350369108463,0.005946135012242042,0.2267175572519084
81,19009.222838084796,0.15014619883215236,9755.844510462359,0.17485380114170543,0.5213566056477934,0.0046383782855179525,0.12823157759009735,0.5190232822260079,0.0062959076600209865,0.14325699745547074
82,19218.161551306635,0.1524269005778243,9552.872577896562,0.169239766123699,0.42429402582659287,0.01425871843325889,0.1530526722970795,0.43157296990346394,0.015389996502273523,0.16361323155216284
83,19404.92382150037,0.15391812865845664,9780.998180052995,0.1672514619900468,0.44813395771250175,0.01056519498367978,0.14608987170395205,0.44236229415105055,0.01049317943336831,0.15801526717557252
84,19757.56777777779,0.14982456140002312,9454.510170869884,0.1666666666875805,0.438626365829431,0.02576876825287751,0.1220424215073174,0.45712663259511643,0.02728226652675761,0.13791348600508907
85,19948.912113943723,0.15081871345029235,9498.313535042033,0.1679532163463837,0.3441180644245778,0.027744373818931457,0.1824511636902843,0.33049403747870526,0.028681357117873382,0.1964376590330789
86,20148.08648026316,0.15558479532250902,9526.250491593566,0.16374269006196518,0.37448559670781895,0.020872702284830784,0.1594997098833086,0.3736513344690517,0.02168590416229451,0.17302798982188294
87,20495.081933479527,0.15181286550056197,9987.38565743787,0.17485380117656193,0.426422591173549,0.005497337227280536,0.17103990716265877,0.42759795570698467,0.005946135012242042,0.18447837150127228
88,20693.03941748903,0.15347953216374266,10051.464866365135,0.17754385967352226,0.5815240527884206,0.0003435835767050335,0.11037328347624267,0.5900056785917093,0.0,0.12188295165394403
89,20919.815763432016,0.15347953216374272,10391.863693119523,0.16935672515317,0.49808429118773945,0.005497337227280536,0.13184191863838565,0.5008517887563884,0.004896817068905212,0.14045801526717558
90,21243.308819901322,0.14710526315789504,10422.476730628656,0.16175438598931174,0.48233290762026393,0.012111321078852431,0.11727161369350783,0.48665530948324814,0.009094088842252535,0.1272264631043257
91,21476.83786366957,0.149502923969637,10605.869140625,0.1661988304128424,0.5095785440613027,0.012540800549733723,0.11469279865901619,0.5173197047132311,0.01049317943336831,0.12213740458015267
92,21682.72257035819,0.15324561403508774,10492.946127786909,0.17064327484682976,0.4521072796934866,0.009019068888507129,0.1492489201212043,0.4463373083475298,0.009793634137810424,0.16412213740458015
93,21932.239656889622,0.15236842104914605,10624.946213221858,0.17181286550056163,0.5616574428834965,0.007988318158392028,0.09741473792792212,0.5803520726859739,0.00664568030779993,0.1089058524173028
94,22141.84281295686,0.1519590643274855,10991.897923519738,0.17146198832849308,0.5091528309919114,0.003865315237931627,0.132357681645284,0.5070982396365701,0.005246589716684155,0.14198473282442747
95,22305.102771838472,0.15523391812865514,10708.861626005117,0.17345029239940354,0.5060309351497091,0.004123002920460402,0.1397073044935852,0.49744463373083475,0.004197271773347324,0.15139949109414758
96,22616.030491136687,0.1528654970760235,11010.291265076758,0.16912280704194338,0.4746700723712218,0.005153753650575503,0.13951389336599831,0.4735945485519591,0.005246589716684155,0.15190839694656488
97,22851.184606633793,0.1504093567251463,11443.175449561393,0.16888888886100353,0.5503050943663971,0.007816526370039512,0.09631874153826317,0.5735377626348666,0.007694998251136761,0.10483460559796437
98,23110.862681377934,0.1506432748503157,11499.55476653874,0.1741520468045396,0.5592450688236129,0.0036935234495791103,0.11688479143833408,0.5599091425326519,0.0027981811822315496,0.12595419847328243
99,23230.023026772655,0.15388888888888894,11454.90155084978,0.17239766080825641,0.5605222080317865,0.002490980931111493,0.11656243955902262,0.5559341283361726,0.0013990905911157748,0.12493638676844784
100,23614.571270559238,0.14973684210700605,11296.020590277783,0.16573099412416153,0.5145451965375337,0.011510049819618623,0.10515118303139707,0.5269733106189665,0.011192724728926198,0.11628498727735369
101,23887.940284173972,0.1471637426935442,11833.99166461074,0.1622222222291935,0.4618986802894849,0.014086926644906373,0.11920572496937658,0.4684838160136286,0.014690451206715634,0.13231552162849872
102,24072.149777503644,0.14497076023391825,11454.762938596496,0.1639766082289623,0.4770824464311054,0.01374334306820134,0.11256527625556056,0.49176604202157864,0.015389996502273523,0.1251908396946565
103,24362.361639254395,0.14605263158069023,11723.322093841378,0.17461988304790688,0.5328508585213566,0.00017179178835251675,0.12236477338662885,0.542305508233958,0.0,0.13689567430025446
104,24494.695087262422,0.15084795321986005,11809.70383292215,0.16233918129003536,0.43990350503760467,0.012454904655557463,0.13190638901424795,0.444633730834753,0.012941587967820916,0.14452926208651398
105,24719.600021472972,0.14862573099589504,12311.48259685672,0.17532163743387183,0.5494536682276145,0.002748668613640268,0.1182386693314422,0.555366269165247,0.0006995452955578874,0.13206106870229006
106,24883.85779102704,0.14716374269005839,12036.998393640359,0.16374269005150813,0.36795799631048676,0.018639409036248066,0.15840371349364968,0.37251561612720047,0.021336131514515563,0.1737913486005089
107,25127.27279102704,0.152017543863135,12407.785202622441,0.16619883043027053,0.44643110543493686,0.013657447174025082,0.12803816646251048,0.46507666098807493,0.017488632388947184,0.14045801526717558
108,25362.764903600157,0.14926900584795322,12951.380541392547,0.17251461985515562,0.5633602951610615,0.000687167153410067,0.11353233189349494,0.5576377058489494,0.0003497726477789437,0.1251908396946565
109,25624.796494883012,0.1501169590712988,12703.967463678726,0.17590643273459533,0.5749964523910884,0.00017179178835251675,0.10766552769002644,0.5820556501987507,0.0003497726477789437,0.12162849872773537
110,25904.9523323282,0.14824561403683068,11896.486599963446,0.16210526316486612,0.44813395771250175,0.016234323999312832,0.11791631745213074,0.467915956842703,0.017488632388947184,0.13027989821882952
111,26025.855096856714,0.1488888888888891,13428.147003609289,0.17403508770884127,0.6252305945792536,0.000687167153410067,0.08548771839339823,0.6308915388983533,0.0006995452955578874,0.09541984732824428
112,26223.769489674727,0.15152046783277173,12606.864515487941,0.16900584797413026,0.45125585355470416,0.01056519498367978,0.14318870479014892,0.45826235093696766,0.010143406785589367,0.1549618320610687
113,26427.28928910819,0.14953216374269013,13048.563072459796,0.1666666666736379,0.5772669220945083,0.0072152551108057034,0.08432725162787699,0.5883021010789324,0.007345225603357817,0.09363867684478372
114,26770.928698830397,0.14769005848127525,13175.708678042765,0.173450292404632,0.5183766141620548,0.0008589589417625838,0.12694217007285152,0.5241340147643384,0.001049317943336831,0.14173027989821882
115,26875.84815104168,0.1476315789491112,13095.221687225881,0.1713450292118808,0.5764154959557258,0.0017179178835251675,0.09760814905550899,0.5871663827370812,0.0017488632388947185,0.1083969465648855
116,27035.405617233217,0.14789473684384816,13875.637987710164,0.17368421049843055,0.533702284660139,0.0,0.12674875894526466,0.5309483248154457,0.0,0.13994910941475827
117,27316.616630573786,0.14766081871519324,14027.82728230081,0.17239766080477076,0.5588193557542217,0.00025768768252877513,0.11540197279350138,0.5502555366269165,0.0,0.12849872773536897
118,27521.370667032166,0.1491520467766544,13337.828165661553,0.17263157895085401,0.5217823187171846,0.0021473973544064596,0.12391206240732383,0.5229982964224872,0.0013990905911157748,0.14020356234096693
119,27688.740729166668,0.14903508772104102,13735.710352476235,0.17263157895085396,0.5003547608911594,0.0032640439786978184,0.13912707111082456,0.49687677455990914,0.002098635886673662,0.15139949109414758
120,27865.707606451055,0.15087719298245622,13596.717325018277,0.16760233918477216,0.5748545480346247,0.0030922521903453013,0.09644768228998775,0.5706984667802385,0.0027981811822315496,0.10687022900763359
121,28133.718485471494,0.14710526315789474,13872.936385233923,0.17017543860346246,0.5880516531857528,0.0018897096718776842,0.09522274514860421,0.588869960249858,0.002098635886673662,0.10483460559796437
122,28385.633513797507,0.14520467836257306,14464.019983552635,0.17181286549010452,0.5809564353625656,0.0005153753650575503,0.10379730513828896,0.5763770584894946,0.001049317943336831,0.11475826972010178
123,28623.78657300806,0.14614035087719301,14387.065526772654,0.17263157895433964,0.5412232155527175,0.0007730630475863253,0.11817419895557991,0.5394662123793299,0.0006995452955578874,0.13333333333333333
124,28792.44137061401,0.1494444444479303,14398.245279605264,0.17122807021726638,0.5398041719880801,0.002490980931111493,0.11578879504867513,0.542305508233958,0.0017488632388947185,0.1282442748091603
125,28916.241385233923,0.14956140351225772,14367.101938276684,0.17485380119050448,0.5786859656591458,0.0,0.11565985429695055,0.5718341851220897,0.0,0.12417302798982188
126,29091.983507401314,0.15070175438596486,14508.158597861837,0.17461988304093565,0.5014899957428693,0.0,0.14460705305911933,0.49630891538898353,0.0,0.1575063613231552
127,29260.533662280708,0.15280701754037412,14800.221543311412,0.1738011696115571,0.4926919256421172,0.002061501460230201,0.14789504222809619,0.4832481544576945,0.0027981811822315496,0.15954198473282444
128,29451.433021290188,0.1543859649131523,14924.404441703218,0.1643274853818597,0.5345537107989216,0.006957567428276928,0.10141190123138417,0.5298126064735945,0.008044770898915705,0.11424936386768447
129,29792.55376644737,0.14856725145850277,14912.14111133955,0.16105263156500466,0.5007804739605506,0.009019068888507129,0.11076010573141641,0.49630891538898353,0.008044770898915705,0.12213740458015267
130,29898.342341008753,0.14730994152046792,14802.527594572362,0.17192982458231734,0.5495955725840783,0.0026627727194640095,0.1100509315969312,0.5604770017035775,0.002098635886673662,0.12137404580152672
131,30063.26325520831,0.14710526315789474,15989.990196454677,0.16502923978699577,0.508869022278984,0.005669129015633052,0.11836761008316679,0.5048268029528676,0.0062959076600209865,0.1282442748091603
132,30253.2273506031,0.15154970760233932,15409.035122898396,0.17309941517679311,0.533134667234284,0.0033499398728740765,0.1220424215073174,0.5360590573537762,0.0027981811822315496,0.13435114503816795
133,30495.24117735747,0.14973684210526317,14768.70378129569,0.16736842105960287,0.48006243791684405,0.005583233121456794,0.13029462961769067,0.4832481544576945,0.00664568030779993,0.14274809160305343
134,30732.510325749277,0.14500000000000013,14719.64006601791,0.17005847952519237,0.5128423442599688,0.002748668613640268,0.1256527625556057,0.5156161272004542,0.002098635886673662,0.13740458015267176
135,30878.929848318705,0.1492397660783858,15582.860010964912,0.1729824561473221,0.622250603093515,0.0,0.0880020630520276,0.6240772288472459,0.0,0.09669211195928754
136,31087.550905062155,0.14821637426203457,15723.313612253289,0.171695906457148,0.5416489286221087,0.0004294794708812919,0.11856102121075365,0.5394662123793299,0.0,0.13180661577608144
137,31296.666197459806,0.1491228070210298,15984.108313231,0.17192982453351816,0.5281680147580531,0.0,0.12275159564180259,0.5303804656445201,0.0,0.13638676844783715
138,31470.717727978783,0.14780701754037412,15563.413478161541,0.1721637427109723,0.5847878529870867,0.0008589589417625838,0.09709238604861066,0.5894378194207837,0.001049317943336831,0.10966921119592875
139,31691.1377266082,0.1460233918146085,15894.559611202496,0.1694736842174975,0.5220661274301122,0.0026627727194640095,0.12294500676938946,0.5178875638841567,0.002448408534452606,0.13486005089058525
140,31854.711345029264,0.14874269005150845,16529.200754066143,0.1712280701649816,0.4785014899957429,0.002061501460230201,0.14389787892463413,0.47700170357751276,0.002448408534452606,0.1569974554707379
141,32038.892649853824,0.14836257310115825,15563.651482547511,0.17286549710042284,0.6038030367532283,0.0018038137777014259,0.09148346334859132,0.6042021578648495,0.002448408534452606,0.10356234096692112
142,32257.09882675436,0.14807017544208223,14619.444891493058,0.1681871345238378,0.5274584929757343,0.004981961862222986,0.10818129069692477,0.5383304940374787,0.0062959076600209865,0.12010178117048347
143,32304.544042397658,0.15298245614383682,16195.920118786546,0.1706432748259159,0.5515822335745707,0.0011166466242913588,0.11082457610727871,0.5491198182850653,0.001049317943336831,0.12442748091603054
144,32562.57214409725,0.14935672514619894,15964.018112436044,0.17134502922582337,0.5870583226905066,0.003951211132107885,0.09393333763135839,0.5911413969335605,0.0031479538300104933,0.10559796437659033
145,32692.580530427644,0.15140350877192993,15845.250842242329,0.17181286546919072,0.44174826167163334,0.005239649544751761,0.15053832763845013,0.4491766042021579,0.004896817068905212,0.16895674300254454
146,32852.24505162644,0.1512865497076024,15860.853295184575,0.16935672515317007,0.5457641549595572,0.00317814808452156,0.10798787956933789,0.5547984099943214,0.002098635886673662,0.1183206106870229
147,33037.21965323463,0.14953216374269013,16161.191415387419,0.17485380115913363,0.6198382290336313,0.0,0.09425568951066984,0.6223736513344691,0.0,0.10152671755725191
148,33170.94435078583,0.1499415204695794,16471.181083013522,0.1743859649053093,0.5931602100184475,0.00017179178835251675,0.09889755657275481,0.6024985803520727,0.0,0.10941475826972011
149,33398.17125502556,0.14894736842105283,16322.754443987576,0.17321637431083367,0.6045125585355471,8.589589417625838e-05,0.09380439687963381,0.6087450312322544,0.0003497726477789437,0.10381679389312977
150,33563.699088084795,0.14921052631927528,17607.601912006576,0.17345029241857476,0.5351213282247765,0.002490980931111493,0.12842498871768424,0.5337876206700738,0.0027981811822315496,0.1361323155216285
151,33688.956741593574,0.14836257309941542,17057.563842288015,0.1687719298106187,0.5544203207038456,0.003951211132107885,0.1034104828831152,0.5610448608745031,0.0017488632388947185,0.11450381679389313
