Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Validation Class 0,Validation Class 1
1,0.6580211086455529,0.6017526074605081,0.7529986445486615,0.4947856309654262,0.9819551506657324,0.14617283950617285,0.9840499306518724,0.14378109452736318
2,0.6056529524566676,0.6741019696653372,0.6517568468218745,0.6245654691550298,0.8617729502452698,0.4667901234567901,0.8543689320388349,0.4597014925373134
3,0.5919092499229057,0.6876448432236116,0.6164706072415013,0.6700463489751274,0.7783812193412754,0.6174074074074074,0.760748959778086,0.6049751243781094
4,0.5837309223061227,0.7040845887133309,0.6014866750182309,0.6859791420426044,0.7156622284512965,0.6944444444444444,0.6983356449375867,0.6771144278606965
5,0.5752774189687133,0.707778099376108,0.7601937118438552,0.5898030121246328,0.924667133847232,0.3630864197530864,0.9230235783633842,0.35074626865671643
6,0.5711456873601999,0.7108198150146325,0.5858324465718495,0.7042294317297421,0.6455851436580238,0.777283950617284,0.6144244105409153,0.7686567164179104
7,0.5711616869597143,0.7091541134882913,0.629369900580215,0.663962920667951,0.826208829712684,0.5667901234567901,0.8162274618585298,0.554726368159204
8,0.56997288350849,0.7138615292718208,0.6451443447574955,0.6570104277700288,0.8514365802382621,0.5271604938271605,0.848127600554785,0.5199004975124378
9,0.5612736660663388,0.716396292349969,0.6313200721458931,0.6601969870465655,0.8584442887175894,0.5249382716049382,0.855755894590846,0.5199004975124378
10,0.5572482671411677,0.7176274621334718,0.5963728353985491,0.6923522599050094,0.812718990889979,0.6171604938271605,0.8079056865464632,0.6094527363184079
11,0.5536584410026479,0.72552143650287,0.5821526487069776,0.694380069870247,0.8057112824106517,0.63,0.8037447988904299,0.6159203980099502
12,0.5476102344821253,0.7252317498484464,0.6769899163019615,0.6546929317719691,0.8812193412754029,0.49691358024691357,0.883495145631068,0.490547263681592
13,0.5429312427240065,0.7305909615540973,0.5535707361176007,0.7178447272106228,0.4987736510161177,0.8895061728395062,0.4764216366158114,0.891044776119403
14,0.5408103076842542,0.7307358049849094,0.5434743332420826,0.7285631510363255,0.7077785564120532,0.7582716049382716,0.6969486823855756,0.7512437810945274
15,0.5386706293665244,0.7386297801140423,0.5311962005230118,0.7340672076231912,0.662228451296426,0.8062962962962963,0.6456310679611651,0.7975124378109453
16,0.5348330457821091,0.7407300116565524,0.5868836091194618,0.7024913104218651,0.8286615276804485,0.6207407407407407,0.8321775312066574,0.6094527363184079
17,0.5314017679296253,0.7402230590271094,0.5334777724287049,0.7389918884838719,0.5602662929222144,0.8749382716049383,0.542995839112344,0.8796019900497513
18,0.5296068724033316,0.7429750870442747,0.5234596158096163,0.7459443793097902,0.6056412053258584,0.8522222222222222,0.5970873786407767,0.8527363184079602
19,0.5257282103751793,0.7453650060700098,0.5211676442056791,0.7471031288973564,0.6184302733006307,0.8479012345679012,0.6040221914008321,0.8497512437810946
20,0.5234820659025243,0.7472479718447008,0.5155731671654887,0.7546349942062572,0.7149614576033637,0.7854320987654321,0.7122052704576977,0.7850746268656716
21,0.5181350063614607,0.7531865581714677,0.5220806600044667,0.7494206262076855,0.7577084793272599,0.7462962962962963,0.7503467406380028,0.7487562189054726
22,0.5148098414908415,0.7518829668797595,0.5262551874371282,0.7444959451398042,0.7873160476524177,0.7218518518518519,0.7808599167822469,0.718407960199005
23,0.5108453647631759,0.7596320969895444,0.50504650826526,0.762746234896009,0.7081289418360196,0.807283950617284,0.7011095700416089,0.8069651741293532
24,0.5095395577050581,0.7591975662827077,0.5582779304729829,0.718713789660298,0.8393482831114225,0.6488888888888888,0.8314840499306518,0.6378109452736318
25,0.508011495182992,0.7581836614382227,0.5051626383498535,0.76332560855019,0.6108969866853539,0.8744444444444445,0.6067961165048543,0.8756218905472637
26,0.5043508023679738,0.7614426414632298,0.4994065162757043,0.7679606019967125,0.6357743517869656,0.8635802469135803,0.6317614424410541,0.8656716417910447
27,0.5004833085097691,0.7680330243337193,0.5003468864624359,0.7662224797219004,0.7449194113524877,0.7864197530864198,0.7364771151178918,0.7875621890547264
28,0.5004467985583069,0.7670915413427739,0.4963689426074574,0.7699884132742191,0.6652067274001402,0.8498765432098765,0.6553398058252428,0.8522388059701492
29,0.4997475813051225,0.7699159909372121,0.5036738358463915,0.7630359205834973,0.7680448493342676,0.7674074074074074,0.7586685159500693,0.7661691542288557
30,0.49777439191747513,0.7693366166614299,0.5046187735929963,0.763615295688081,0.7796075683251577,0.7625925925925926,0.7690707350901526,0.7597014925373134
31,0.49621885289736983,0.7691193515842788,0.49482964177811267,0.7760718431699318,0.6774702172389628,0.8417283950617284,0.6747572815533981,0.8487562189054726
32,0.49347275239982025,0.7708574736518902,0.4926011271921536,0.7734646573403758,0.7216187806587246,0.8149382716049383,0.7170596393897365,0.8139303482587065
