Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Validation Class 0,Validation Class 1
1,0.621601258732422,0.6478947369536463,0.5315664037905242,0.7423391814956889,0.8177287100058953,0.6760826201660125,0.8163440860215053,0.6541025641025641
2,0.5084964032898174,0.7566374267890437,0.5097250945456545,0.7507602340714974,0.812262179109277,0.6995045363876199,0.8088172043010753,0.6815384615384615
3,0.49008498503450765,0.7698538011695908,0.4877991979442844,0.7716959066418875,0.8152098183182378,0.7325139952384017,0.8148387096774193,0.7202564102564103
4,0.48379074160118546,0.7741812865915361,0.4829616515050854,0.7748538009465089,0.8079211104560802,0.7499517405572357,0.8066666666666666,0.7369230769230769
5,0.47893446798910194,0.7744152047759612,0.4709558684784069,0.7798830407125906,0.7892705932793826,0.7804517083842738,0.7853763440860215,0.7733333333333333
6,0.47407884380273646,0.7780409355749162,0.47047091527291907,0.7782456137980633,0.7963985208210516,0.7713789331445853,0.7933333333333333,0.7602564102564102
7,0.471516785670442,0.780409356808802,0.4678233347301594,0.7844444442492481,0.7838040623827643,0.7935782768161637,0.7845161290322581,0.7843589743589744
8,0.46823581698345174,0.7827192982874415,0.4653506870715939,0.7838596492482904,0.7704592957821963,0.8065118074769964,0.7735483870967742,0.7961538461538461
9,0.46647593957638883,0.7837719298803318,0.46227696912330496,0.7830409358258834,0.7646176108044376,0.8145550479377132,0.7655913978494624,0.8038461538461539
10,0.46365353076081534,0.7851461988861798,0.47718471320749034,0.774269005973437,0.7316040516640763,0.8354031272118911,0.7320430107526882,0.8246153846153846
11,0.4610322051856948,0.7865204678501994,0.45799117873983775,0.7870175440269603,0.7907712096039444,0.793513930892478,0.7888172043010753,0.7848717948717949
12,0.45813734311109383,0.7887719297827345,0.4532565039431142,0.7900584796855324,0.8196580738517606,0.7710572035261566,0.8118279569892473,0.764102564102564
13,0.45631403198019127,0.7881871343913838,0.4651331063460188,0.786900584614068,0.8227664933812101,0.7541342255968084,0.8227956989247311,0.7441025641025641
14,0.45612993110690186,0.7913157894736843,0.45417495100121763,0.7906432750908254,0.8123693659896029,0.7806447461553311,0.8070967741935484,0.771025641025641
15,0.451801017501898,0.7915497076581096,0.4576973925138775,0.7851461989419501,0.7592046733479823,0.8361109323724342,0.7529032258064516,0.8235897435897436
16,0.45000982315916777,0.7940350877192986,0.457694469578782,0.7877192980504175,0.7851974918270004,0.8123672865323982,0.7756989247311828,0.8020512820512821
17,0.44882648918363777,0.7951461987188683,0.45670046319738455,0.7893567253553379,0.7646712042446004,0.8276172704459173,0.7625806451612903,0.8212820512820512
18,0.44798004503835714,0.7969298246032313,0.4510064536646793,0.791812865287937,0.818639798488665,0.7801299787658452,0.8129032258064516,0.7666666666666667
19,0.44564921768785215,0.7951754385825487,0.4569614410679243,0.788187134293785,0.7845543705450453,0.813139437616627,0.7797849462365591,0.7982051282051282
20,0.4452167103025649,0.7962865498330856,0.4501486901581635,0.7898245615289923,0.7772656626828877,0.8287111511485747,0.7668817204301075,0.8171794871794872
21,0.4427041726293621,0.7969298245474614,0.46801549177420776,0.7858479533836856,0.8631759472640549,0.724921176243485,0.8503225806451613,0.708974358974359
22,0.44250528282589396,0.7977192982456142,0.4529897926564803,0.7912280699941845,0.762152312556943,0.8429316002831221,0.7561290322580645,0.833076923076923
23,0.4386842486942024,0.8002046783765157,0.44810273476511414,0.7940350878447815,0.7992389731496865,0.8117881732192266,0.7911827956989247,0.7974358974358975
24,0.4379006288204974,0.8009064328043087,0.4479707622249223,0.7938011693675615,0.7880915375957983,0.8253008171932308,0.7806451612903226,0.8094871794871795
25,0.43788668288124905,0.8002046783068031,0.45577737432474286,0.7914619880810116,0.8725547992925666,0.7188726594170259,0.866021505376344,0.7025641025641025
26,0.43423940248656684,0.8024561402532794,0.45713511049398914,0.7856140351992602,0.7639744895224825,0.8446689402226369,0.7483870967741936,0.83
27,0.43460222210103305,0.8009356724867354,0.43839050029453486,0.7994152048456737,0.849723993783161,0.7689981339682131,0.8389247311827956,0.7523076923076923
28,0.43281002175738226,0.8030409356585724,0.44882999703200943,0.7948538009325664,0.8640334423066617,0.7424876134096905,0.8516129032258064,0.7271794871794872
29,0.4315029076804891,0.8035672514759316,0.4503867836444699,0.7942690059734367,0.8228200868213731,0.7895888295476482,0.8098924731182796,0.7756410256410257
