Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Train Class 2,Validation Class 0,Validation Class 1,Validation Class 2
22,0.7419284753492694,0.6916666666527236,0.7457427316938925,0.689239765956388,0.06463878326996197,0.8324128408698653,0.8724131261685255,0.05506736965436438,0.8314452454514246,0.8592875318066158
23,0.7422001466555905,0.6900292397521381,0.7597621735076462,0.6796491226954766,0.16983523447401774,0.8704694511563686,0.7936947972406679,0.14879906268306972,0.8644009612083763,0.7732824427480917
24,0.7411705234176237,0.6915789473544784,0.7457513119602762,0.6859649123504152,0.20785804816223066,0.7525888850535036,0.8760879375926761,0.19097832454598712,0.7445932028836252,0.8575063613231552
25,0.7387723669392321,0.6919590643274847,0.7653588176610177,0.6748538010719921,0.3374172651739192,0.8432861580945806,0.7323189994197666,0.3292325717633275,0.8396841743906626,0.7027989821882952
26,0.7396199875407753,0.6909941520607253,0.7513843415633978,0.6836257310499227,0.22884100830868892,0.8530376251294443,0.7911159822061763,0.2026947861745753,0.852385856505321,0.7674300254452926
27,0.7358137026167757,0.6923099415344096,0.7528946088489737,0.6801169590364421,0.3481199831009717,0.8090265792198826,0.7800270775578622,0.3268892794376098,0.7923103329900446,0.750381679389313
28,0.735196114046532,0.6931578947368416,0.812506280112685,0.6607017544277927,0.019997183495282355,0.6842423196410079,0.9408161949584166,0.013473930872876391,0.6731891520768967,0.9325699745547074
29,0.7363332410444292,0.6931286549847024,0.7537040625259893,0.6865497074768557,0.14068441064638784,0.8784086986537798,0.8031074721165624,0.1271236086701816,0.8798489529694473,0.7862595419847328
30,0.733685308715754,0.6949707602199761,0.7434951982302971,0.6840935673072324,0.3043233347415857,0.80721435968243,0.8046547611372574,0.27299355594610425,0.7943700652248541,0.7809160305343511
31,0.7349634683201879,0.6948245614174501,0.73000346853022,0.6915789472568802,0.1884241656104774,0.8085088022091819,0.8600992843788279,0.15875805506736965,0.7995193958118778,0.843002544529262
32,0.7324571309033889,0.694473684224468,0.7625531149747079,0.6761403507517093,0.19616955358400226,0.7095270969968933,0.886661079234092,0.17926186291739896,0.6992790937178167,0.8748091603053435
33,0.730413700892912,0.6976023391673436,0.8384019924743833,0.6201169591479828,0.5258414307843966,0.756385916465309,0.5940300431951518,0.5073227885178676,0.7507723995880535,0.572264631043257
34,0.7321613457886107,0.6963450292258234,0.7411762848932145,0.6883040935393666,0.1370229545134488,0.8104073179150846,0.8751853523306041,0.11364967779730521,0.802608994164092,0.8531806615776082
