Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Train Class 0,Train Class 1,Validation Class 0,Validation Class 1
1,0.6151807342239466,0.6796267494098199,0.5779212385556669,0.7012012010989196,0.36217903248687755,0.9173133298844628,0.3592950540079591,0.9083706510506373
2,0.5669475916039692,0.7180779747632567,0.5747690230467349,0.7057057056801355,0.3786352674138176,0.9170546645973444,0.3632745878339966,0.9131932483637616
3,0.5598823711329597,0.7251568617479104,0.5593236174925056,0.7211497208173058,0.49595687331536387,0.8803241938265218,0.47299602046617395,0.8715122287289011
4,0.5550854842183467,0.7293398399010879,0.5713868013322226,0.7134277135811358,0.42204568023833167,0.915330229349888,0.39965889710062535,0.9035480537375129
5,0.5437833084244125,0.7338982139853764,0.545034650286499,0.7325182323648101,0.6105830614271528,0.8273840317296085,0.5974985787379192,0.8143300034447124
6,0.5405803682906778,0.738778356036188,0.5753493506680328,0.7093522095056319,0.39338913321038443,0.9287808242800483,0.35702103467879476,0.9228384429900104
7,0.5359012878356032,0.7441411488508931,0.5464835727434719,0.7413127415940161,0.597531564760959,0.8432488360062079,0.58726549175668,0.834653806407165
8,0.530992217352737,0.7454282192849674,0.5500119043644383,0.7361647361903066,0.717406724358065,0.7537506466632178,0.7202956225127913,0.7457802273510162
9,0.5308076617621466,0.7473588243990714,0.5402001397183196,0.741527241373819,0.5372393247269116,0.8835143990343163,0.5105173393973849,0.8815018945918016
10,0.5282277832668884,0.7489140347391886,0.5332200828666394,0.7488202491015234,0.6593843098311817,0.813502327987584,0.6554860716316089,0.8053737512917671
11,0.5261269715309602,0.7487531503531709,0.5352176698504062,0.7460317458016121,0.6952759256632146,0.7869460251767546,0.6901648664013644,0.7798828797795384
12,0.5248857176629266,0.751488175009597,0.5279737294922056,0.7522522524056747,0.6517236487445027,0.8234178306604587,0.6424104604889141,0.818808129521185
13,0.5223265102083907,0.7530433847455803,0.5305097652115774,0.7522522523545341,0.6111505178039438,0.8531643386790826,0.5980670835702103,0.8456768859800207
14,0.5196438907007497,0.7548131068897047,0.5272661511195366,0.7533247530434788,0.6791034189246702,0.8059148128987756,0.679363274587834,0.7981398553220806
15,0.5190790338913112,0.75583203707891,0.5257914344776552,0.7533247533503238,0.6111505178039438,0.8549749956889119,0.6043206367254121,0.8436100585601102
16,0.5161945548713859,0.7577090150786897,0.5233107057317343,0.7516087512763362,0.6217903248687757,0.8502327987584066,0.6094371802160319,0.8377540475370306
17,0.5130862712335885,0.757869898825412,0.5278052487428585,0.755469755316333,0.6659100581642786,0.8227280565614761,0.6560545764639,0.8157078883913194
18,0.5153223597959274,0.7591033413300606,0.5221574965437714,0.7561132559598335,0.6335650446871897,0.8459217106397655,0.6173962478681069,0.8401653461935928
19,0.5128047435400142,0.7609266906748148,0.5236997496590803,0.7591162593975337,0.6718683501205844,0.8220382824624936,0.6651506537805572,0.8160523596279711
20,0.5132826283136986,0.7579235267995884,0.5257678355770732,0.7483912482889666,0.5525606469002695,0.8834281772719434,0.5224559408754974,0.8852910781949708
21,0.5113177684930311,0.7599613875583797,0.5196744916470765,0.7531102528289785,0.6206554121151936,0.8569580962234868,0.5969300739056282,0.8477437133999312
22,0.5099598097086476,0.7597468764416148,0.5190749523057696,0.757400257374687,0.6261881117889062,0.8567856526987412,0.6071631608868675,0.8484326558732346
23,0.5091895951773133,0.759532364250834,0.5254927751384851,0.7576147578960322,0.6964108384167967,0.804793929987929,0.6839113132461626,0.8022735101619015
24,0.5080054034245469,0.7638762270489431,0.5255317788991433,0.7558987561800306,0.6145552560646901,0.858337644421452,0.6071631608868675,0.8460213572166724
25,0.5078810408120885,0.7610339462331976,0.5177946703109758,0.7595452596986821,0.6630727762803235,0.8358337644421452,0.6458214894826606,0.8284533241474337
26,0.5061394380869135,0.7635008311146362,0.523266850060938,0.7522522519709778,0.5885941268265003,0.875840662183135,0.5599772598067083,0.8687564588356872
27,0.5037366270239043,0.7631254354392435,0.5563525980708426,0.7430287427474684,0.5195063129521919,0.9023107432315917,0.48379761227970436,0.9001033413709956
28,0.5043796522659406,0.7652705528719873,0.5203007497229017,0.760617760643331,0.6600936303021705,0.8439386101051906,0.6293348493462194,0.8401653461935928
29,0.5015999540976689,0.7668257627805806,0.5167354593482564,0.7552552550251213,0.6717264860263867,0.8396275219865494,0.6378624218305856,0.8263864967275233
30,0.5017263351362204,0.7654850648869619,0.520960450146854,0.7552552549739805,0.5657540076606611,0.8908432488360062,0.5343945423536101,0.8890802617981398
31,0.4998830087723064,0.7667721349374595,0.5196593936448034,0.7591162588349845,0.6861966236345581,0.8254009311950337,0.6623081296191018,0.8177747158112297
32,0.49929022396154854,0.7682737172202921,0.5161461504372032,0.7584727583704767,0.6398070648318911,0.8550612174512847,0.6168277430358158,0.8442990010334137
33,0.49828788992444045,0.7657532039779036,0.5189886468513387,0.7591162588349843,0.6209391403035892,0.8692878082428005,0.588402501421262,0.862555976575956
34,0.4956172286677809,0.7687027406109463,0.5145183628027862,0.7582582584116808,0.6355511420059583,0.8641145025004311,0.5997725980670836,0.8542886668963141
35,0.4957243562505452,0.7677374378397308,0.5186071323254037,0.7604032602498377,0.6408001134912753,0.8611829625797551,0.6134167140420693,0.8494660695831898
36,0.496263724330885,0.7692390197325935,0.5193386338443421,0.7539682536869793,0.6962689743225989,0.8225556130367304,0.6668561682774303,0.8067516362383741
37,0.4944327098246572,0.7703115779790837,0.5147872673549758,0.7580437583250327,0.6186693147964251,0.8729953440248319,0.5821489482660602,0.8646228039958663
38,0.49159527970727157,0.7720812996085755,0.5125250488021045,0.759330759305189,0.6507306000851184,0.8554923262631489,0.6156907333712337,0.8463658284533242
39,0.4924313870199745,0.771330508638171,0.5116420928524676,0.7597597597341894,0.656830756135622,0.8585100879461977,0.6191017623649802,0.8449879435067172
40,0.49098106382704687,0.7701506941908066,0.5155981036789271,0.7571857572880388,0.6459072208823947,0.8633385066390757,0.6031836270608301,0.8504994832931451
41,0.4895418540107577,0.7715986484131578,0.5135065119238895,0.7561132558319816,0.6467584054475812,0.8673047077082255,0.5980670835702103,0.851877368239752
42,0.48779221084051794,0.7729393467798547,0.5108378934839773,0.7614757617570361,0.713860122003121,0.8235902741852044,0.6827743035815804,0.8091629348949363
43,0.486257923431241,0.7733683699563451,0.513127519945278,0.7623337623081918,0.6861966236345581,0.848594585273323,0.6452529846503695,0.8332759214605581
44,0.4876076897702449,0.7732074861233176,0.5174037247627705,0.7601887603421826,0.6461909490707902,0.866097603035006,0.6100056850483229,0.8511884257664485
