Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.9356432049455699,0.6119883040935673,0.8809408778056765,0.6652631581317615
2,0.8779496290112103,0.6679532163603261,0.8722361381709228,0.6702923975771631
3,0.8676278141088657,0.6758771929894271,0.8651466108902156,0.6754385963796874
4,0.8608872948334231,0.6823099415204675,0.8622432288370635,0.6794152049153869
5,0.8564413018951639,0.6857309941381033,0.8601170229911805,0.681286549554234
6,0.8530571667213888,0.6897660818852878,0.8891624138648047,0.6428070177669414
7,0.8508889213500669,0.6919298245753456,0.8565335371480347,0.6854970758839657
8,0.8476106245475901,0.6955847953076946,0.8534739178384256,0.6893567253692806
9,0.8449843288304514,0.6964035087858729,0.8555296438618711,0.685847953104833
10,0.8434431210874811,0.7007309941659893,0.8532755793186655,0.687251461904648
11,0.8418174494219107,0.7014327485240689,0.8691640871588947,0.6693567250207153
12,0.839947106587259,0.7039473684210522,0.8581968716013502,0.6818713452383792
13,0.8375064342342621,0.706988304093567,0.8529920412225335,0.6880701756616784
14,0.8376144505941381,0.7075730994152044,0.8502424747762626,0.6906432751187107
15,0.8352127792403016,0.7095029239905508,0.8707105930506831,0.671345029170053
16,0.8326433967986304,0.7127485380256389,0.8522356930392525,0.6898245613337958
17,0.8330448678223014,0.7111403508771927,0.8524318652682832,0.6902923979257285
18,0.8307218844988189,0.7147368421052631,0.8536112243529647,0.6879532165834082
19,0.8295027758085244,0.7163742689919046,0.8485109573637531,0.692631579184393
20,0.8288308912689922,0.7169298245474602,0.8589749062270448,0.6825730992339506
21,0.8271655148511747,0.7184210526176363,0.8615161195414804,0.680818713715202
22,0.8244341937422056,0.721461988290151,0.848965549399281,0.6932163744223748
23,0.8257945746566822,0.719853801155648,0.8551883518068413,0.6856140353247435
24,0.8231031309791476,0.7230409356585715,0.8657430229131242,0.6775438598861471
25,0.8215999983207523,0.724298245627978,0.8510695007391142,0.6920467838488129
26,0.8210626261973245,0.7250292397521395,0.8456160974920846,0.6970760232384443
27,0.8212540839708342,0.7245029239626656,0.8562031261126201,0.685497076232531
28,0.8179076707851116,0.7293567251322566,0.8624047996007906,0.6818713448898135
29,0.8177859082277757,0.728801169604586,0.8498250692211397,0.6894736841129281
30,0.8171620483844604,0.7293859648983383,0.8827148095208998,0.6610526318020291
31,0.8154025131498862,0.7316374269005852,0.8501809889531274,0.6922807016010174
32,0.8133568271698308,0.734561403508772,0.8557865822942634,0.6853801168335809
33,0.8135839859644564,0.7335380117098488,0.8650130176125913,0.6743859651074771
34,0.8107100350117827,0.7366959064466911,0.8491027481514112,0.6930994153719897
35,0.8103859618253871,0.7377192982456147,0.8543368637073807,0.6887719296851352
36,0.8092748223689561,0.73839181287944,0.860049466445432,0.6807017542325964
37,0.8085294943385656,0.7389766082010775,0.8556018214755587,0.6857309940126205
38,0.8072073626936529,0.7407894736842106,0.8891556586438458,0.6519298244638053
39,0.8061077800549961,0.7422807017404436,0.8597757536626003,0.6816374268169291
40,0.8048580744113141,0.7425730994012621,0.8491938498285082,0.6929824560009248
41,0.8049301873731337,0.7423391813004929,0.8549088122691328,0.684912280506558
42,0.8027638760087082,0.7465204678223146,0.8550782141350861,0.6880701757592765
43,0.8017423948488739,0.7466666666666669,0.8520473134726807,0.6912280700081277
44,0.8009544421776,0.7476900584795326,0.8520636038612902,0.6895906434561077
45,0.7982879144545884,0.7503801169451213,0.8606426736904168,0.6814035089531836
46,0.798257167213841,0.7497953216513698,0.8558918176059835,0.6867836259261908
47,0.7967307318302621,0.7522807017404438,0.852836905836362,0.6884210524084974
48,0.7965998741200099,0.752046783639674,0.854605614985639,0.6871345027427227
49,0.7949781642183231,0.755175438582549,0.8498385361900106,0.6946198832640174
50,0.79475038874219,0.7535087719158823,0.8613713364991529,0.6821052630324114
51,0.79285608725241,0.7563450292397664,0.8731628272686786,0.6667836255776253
52,0.7928172217614466,0.7565204678223155,0.8503379983651013,0.6940350876217001
53,0.7907671829273828,0.7584210526455218,0.8522304321869076,0.691929824408035
54,0.7892827877663735,0.759766081871345,0.8539061285738362,0.6895906432330259
55,0.7884891892734327,0.7614619883180364,0.8539314629459939,0.6884210525200383
56,0.7875520147775356,0.7619298245474615,0.8513394423953276,0.6905263156500477
57,0.7866476799172967,0.763918128654971,0.8619322206402386,0.6840935671259787
58,0.785509119689116,0.7637134503063405,0.8503816092502302,0.6921637428294848
59,0.783978966871897,0.7655847953355805,0.8533315431723122,0.6912280700917831
60,0.7841050067143132,0.7651169590782704,0.8536836153164244,0.6870175441106164
61,0.7835037825539792,0.7663157894597413,0.855526108616277,0.6869005846698385
62,0.781445152731667,0.768421052617637,0.8576361665530511,0.685263157783196
63,0.781406966357203,0.7678947368560476,0.862897474222016,0.6835087717625131
64,0.779298437687389,0.7706432748538015,0.853459243244595,0.6881871343634981
65,0.7784991311190422,0.771812865511019,0.8558317253603571,0.6871345028124362
66,0.7778650243658773,0.7712280701893822,0.8587094465194395,0.6847953218744512
67,0.7771578523708365,0.7732163742690057,0.8607079804989329,0.6818713452523217
68,0.777508420163428,0.7724561403508777,0.852921714559633,0.6902923978560155
69,0.7773346917810501,0.772690058479533,0.858851892041881,0.6863157896688807
70,0.773979506060394,0.7760818713310869,0.8617506709991141,0.6856140353386865
71,0.7736964890552543,0.776929824547462,0.8554186770511647,0.6878362575330234
72,0.7736130513503536,0.7765204678223143,0.8601020877542552,0.6837426902397333
73,0.7710825415522032,0.7793567251461988,0.855203627508286,0.6883040938042762
74,0.7711076864861601,0.7787134503063403,0.8547771223804407,0.688538011863218
75,0.7710470893229655,0.7792982456279783,0.8543989725977358,0.6890058478556182
76,0.7709719748246039,0.7791812865636507,0.8572154613963344,0.6853801172239739
77,0.7678627038838576,0.7833040935533093,0.8636975697327777,0.6810526314395214
78,0.767352880845991,0.7836842105123737,0.8535214673705968,0.6918128653576499
79,0.7668400766138439,0.7835964912141281,0.8533531411209998,0.6923976606932299
80,0.7652050768283377,0.7855263157755312,0.857836424746709,0.6861988302838734
81,0.7665099195848432,0.7845321637426899,0.8557652925747878,0.688538011918988
82,0.7674997957268652,0.783070175438597,0.8601403757563811,0.6824561401975088
83,0.7647811601315322,0.7854970760373352,0.8556565359321955,0.6878362571844581
84,0.7634215424214191,0.7880116959064329,0.8572008763000979,0.6854970762046456
85,0.763137264934897,0.7876608186995085,0.8619995850708051,0.6825730996382865
86,0.7634397361153051,0.7862573099275779,0.8656268695502254,0.6782456142860549
87,0.7624492542227811,0.7887426900724226,0.8634538146348029,0.679999999860574
88,0.7616680440986366,0.7894152046783625,0.8587525836068982,0.6861988306742663
89,0.7602956202016237,0.7909649122946453,0.8633678933890941,0.680233918337794
90,0.7600158952411852,0.790526315803417,0.8683613408518116,0.6745029238511246
91,0.7610781456434241,0.7892105263157894,0.8751812779136567,0.6674853803679264
92,0.7587898373185544,0.7925146198969837,0.8639828699095206,0.6798830411587543
93,0.7586994966289456,0.7920760233778704,0.8601690965507464,0.6852631581596467
94,0.756217716116654,0.7950292397521393,0.8620858420126623,0.6829239764548186
95,0.7567884218623069,0.793976608201078,0.8609751661200271,0.6836257312172339
96,0.7549799087173059,0.7961403508911361,0.8615708978134288,0.6831578949738665
97,0.7567284777847643,0.7943567251461986,0.859891107542473,0.6853801171403181
98,0.7559028995803921,0.7952923976608192,0.8659213471691511,0.6774269004314267
99,0.7556096318869561,0.7952046783765161,0.8611168979204189,0.6845614034111739
100,0.7547943031578731,0.7961695906432752,0.86767387851637,0.6767251460733468
101,0.7517717239731238,0.7999122807156975,0.8635265905536407,0.6814035086464463
102,0.7526396406184863,0.7986842105263168,0.8610333624639013,0.6836257312032912
103,0.752003544366848,0.799298245614036,0.865353736431278,0.6785964915069223
104,0.7523618417594871,0.7989181286410286,0.8592261778680903,0.6867836255915682
105,0.7519802893811505,0.7988304093567259,0.8686396480582612,0.6760233920359473
106,0.7524850815918014,0.798742690072423,0.8640220737457277,0.6816374271097237
107,0.7509242992512669,0.7998245614174523,0.8590356755256654,0.6876023390279178
108,0.7503381679350872,0.8002339181147131,0.858866517069744,0.6879532165834079
109,0.7488960165587081,0.8022514619883048,0.8673943586377372,0.677543859551525
110,0.7484466481208808,0.8027485380116964,0.8841773031608404,0.6578947370930723
111,0.7486753641095074,0.8029824561403515,0.859049267950114,0.6871345027984933
112,0.7479866401493899,0.8033333333333333,0.8754395207745291,0.6686549709972586
113,0.7472507395242395,0.8042397660958143,0.8604768897078887,0.6845614037318538
114,0.7457019648496173,0.8056432748677442,0.8620233404148392,0.6831578945834734
115,0.74647304133365,0.8047368420913208,0.8639462394323965,0.6802339180728847
116,0.7463834022639092,0.8045906432748534,0.8704186725616455,0.6735672516990128
117,0.7440215858381392,0.8076900584934754,0.86093526647802,0.6859649121412758
118,0.7466091952268139,0.8041520467836262,0.8620784258005912,0.6826900583679912
119,0.74579021654631,0.8050584795182222,0.8799321642674898,0.6632748536896287
120,0.743696892066309,0.8075438596351809,0.8609735884303934,0.6831578946113588
121,0.744495909952978,0.8071345029100343,0.8654287468062505,0.6812865495681764
122,0.7463236117084124,0.8046783625730997,0.8617006203863353,0.6847953214840584
123,0.7433381439370721,0.8071052631439526,0.8593411929565561,0.6876023393904257
124,0.7419938860580947,0.8096491228209606,0.8616176682327229,0.6837426902536761
125,0.7436273972890531,0.8071929824421978,0.8627631417352554,0.6824561405879015
126,0.7406967190274024,0.8105263158034165,0.8670413539841861,0.6790643277363471
127,0.7422980154188059,0.8089181286689138,0.8600951352872345,0.6851461987328111
128,0.7414715590811611,0.8100584795321643,0.8733970187142579,0.6711111113481354
129,0.7425417454479732,0.8083040935811945,0.859393571733731,0.6847953218883936
130,0.7384640636639289,0.8128362572959997,0.8692239728866269,0.6750877191727626
131,0.7409359736888737,0.810321637426901,0.8856251875838338,0.6596491226675915
132,0.7391459158289495,0.8126315789334271,0.8756696858601266,0.6712280703985205
133,0.7399864198032179,0.8108771929824565,0.862582086094639,0.6832748536756863
134,0.7364573207793875,0.8149707602199759,0.8666416204881949,0.6792982458371168
135,0.7391767243056266,0.8116374269145273,0.8624762138149192,0.6811695904759639
136,0.7365209482845505,0.8146198830548784,0.8734195838476485,0.6712280700638977
137,0.7385343484571805,0.8122514619883046,0.8597512685067471,0.6864327488308064
138,0.7384425036530741,0.8128070175299174,0.8657313991568936,0.678830409607692
139,0.7355552859752504,0.8158771929685134,0.8839719291737205,0.6612865496100041
140,0.7369461016627092,0.8142105263297326,0.8630959295250519,0.6817543862019367
141,0.7362783351836841,0.815614035101662,0.8648984052842122,0.681988303968084
142,0.7348362135050587,0.8166666666527242,0.862215972532306,0.6838596489833811
143,0.7369162245103483,0.8135672514619887,0.8681356038127028,0.6773099414089271
144,0.7347583331838684,0.8165204678223145,0.8643285249130072,0.683391812698186
145,0.7352689880376672,0.8159941520328409,0.8687210803004038,0.6775438598861468
146,0.7359350643799317,0.8153801169590646,0.8697889867581817,0.6766081869811343
147,0.7347942199623375,0.8164619883040936,0.8712663662503334,0.674152046672085
148,0.7331845361168621,0.8185087719158819,0.8627801984234862,0.683859649373774
149,0.7359248410191455,0.81488304092173,0.8695250797411156,0.6755555554579576
150,0.7319988864346553,0.8192397660679291,0.8598777303639913,0.6866666668897485
151,0.7323833972111091,0.8187719298106197,0.8634723612857839,0.6817543861461662
152,0.7331565416486637,0.8181578947368423,0.8688964590691685,0.675906432957677
153,0.7341203107331925,0.8165789473544783,0.8646813160494756,0.6797660820804841
154,0.7313743285128946,0.8199415204538942,0.8608506139258895,0.6853801171542611
155,0.7300496781360334,0.8207602339320714,0.8767550118345966,0.6678362571426302
156,0.7327063374352037,0.8180116958924908,0.8685929067093029,0.6761403507098818
157,0.7311890837323596,0.8200292397660823,0.8658678029712878,0.6789473686441344
